Instance,Cell_Type,Output_Pin,Fanout,Worst_Slack,Path_Count
U313,AOI21xp5_bottom,U313/Y,1,367.274445,2
U314,OAI22xp5_bottom,U314/Y,1,367.274445,2
U315,XOR2xp5_bottom,U315/Y,1,367.600220,2
U316,XOR2xp5_bottom,U316/Y,1,367.274445,2
U317,OA21x2_bottom,U317/Y,2,367.274445,2
U318,AOI22xp5_bottom,U318/Y,1,367.274445,2
U319,AOI21xp5_bottom,U319/Y,1,367.902985,2
U320,OAI22xp5_bottom,U320/Y,1,367.902985,2
U321,XOR2xp5_bottom,U321/Y,1,368.613129,2
U322,XOR2xp5_bottom,U322/Y,1,367.902985,2
U323,OA21x2_bottom,U323/Y,2,367.902985,2
U324,AOI22xp5_bottom,U324/Y,1,367.902985,2
U325,AOI21xp5_bottom,U325/Y,1,366.358215,2
U326,OAI22xp5_bottom,U326/Y,1,366.358215,2
U327,XOR2xp5_bottom,U327/Y,1,368.027100,2
U328,XOR2xp5_bottom,U328/Y,1,366.358215,2
U329,OA21x2_bottom,U329/Y,2,366.358215,2
U33,OAI22xp5_bottom,U33/Y,1,85.626038,24
U330,AOI22xp5_bottom,U330/Y,1,366.358215,2
U331,AOI21xp5_bottom,U331/Y,1,371.811249,2
U332,OAI22xp5_bottom,U332/Y,1,371.811249,2
U333,XOR2xp5_bottom,U333/Y,1,373.398865,2
U334,XOR2xp5_bottom,U334/Y,1,371.811249,2
U335,OA21x2_bottom,U335/Y,2,371.811249,2
U336,AOI22xp5_bottom,U336/Y,1,371.811249,2
U337,AOI21xp5_bottom,U337/Y,1,392.340942,2
U338,OAI22xp5_bottom,U338/Y,1,392.340942,2
U339,XOR2xp5_bottom,U339/Y,1,392.739746,2
U340,XOR2xp5_bottom,U340/Y,1,392.340942,2
U341,OA21x2_bottom,U341/Y,2,392.340942,2
U342,AOI22xp5_bottom,U342/Y,1,438.726074,2
U343,AOI21xp5_bottom,U343/Y,1,371.778290,2
U344,OAI22xp5_bottom,U344/Y,1,371.778290,2
U345,XOR2xp5_bottom,U345/Y,1,372.963593,2
U346,XOR2xp5_bottom,U346/Y,1,371.778290,2
U347,OA21x2_bottom,U347/Y,2,371.778290,2
U348,AOI22xp5_bottom,U348/Y,1,371.778290,2
U349,AOI21xp5_bottom,U349/Y,1,372.757324,2
U35,OAI22xp5_bottom,U35/Y,1,60.703609,24
U350,OAI22xp5_bottom,U350/Y,1,372.757324,2
U351,XOR2xp5_bottom,U351/Y,1,373.233154,2
U352,XOR2xp5_bottom,U352/Y,1,372.757324,2
U353,OA21x2_bottom,U353/Y,2,372.757324,2
U354,AOI22xp5_bottom,U354/Y,1,372.757324,2
U355,AOI21xp5_bottom,U355/Y,1,378.247925,2
U356,OAI22xp5_bottom,U356/Y,1,378.247925,2
U357,XOR2xp5_bottom,U357/Y,1,378.637848,2
U358,XOR2xp5_bottom,U358/Y,1,378.247925,2
U359,OA21x2_bottom,U359/Y,2,378.247925,2
U360,AOI22xp5_bottom,U360/Y,1,378.247925,2
U361,AOI21xp5_bottom,U361/Y,1,375.639008,2
U362,OAI22xp5_bottom,U362/Y,1,375.639008,2
U363,XOR2xp5_bottom,U363/Y,1,377.377686,2
U364,XOR2xp5_bottom,U364/Y,1,375.639008,2
U365,OA21x2_bottom,U365/Y,2,375.639008,2
U366,AOI22xp5_bottom,U366/Y,1,375.639008,2
U367,AOI21xp5_bottom,U367/Y,1,422.057007,2
U368,OAI22xp5_bottom,U368/Y,1,422.057007,2
U369,XOR2xp5_bottom,U369/Y,1,422.677612,2
U37,OAI22xp5_bottom,U37/Y,1,120.930824,24
U370,XOR2xp5_bottom,U370/Y,1,422.057007,2
U371,OA21x2_bottom,U371/Y,2,422.057007,2
U372,AOI22xp5_bottom,U372/Y,1,422.056946,2
U373,AOI21xp5_bottom,U373/Y,1,416.788116,2
U374,OAI22xp5_bottom,U374/Y,1,416.788116,2
U375,XOR2xp5_bottom,U375/Y,1,417.553925,2
U376,XOR2xp5_bottom,U376/Y,1,416.788116,2
U377,OA21x2_bottom,U377/Y,2,416.788116,2
U378,AOI22xp5_bottom,U378/Y,1,416.788116,2
U379,AOI21xp5_bottom,U379/Y,1,422.157990,2
U380,OAI22xp5_bottom,U380/Y,1,422.157990,2
U381,XOR2xp5_bottom,U381/Y,1,423.455170,2
U382,XOR2xp5_bottom,U382/Y,1,422.157990,2
U383,OA21x2_bottom,U383/Y,2,422.157990,2
U384,AOI22xp5_bottom,U384/Y,1,422.158020,2
U385,AOI21xp5_bottom,U385/Y,1,422.323395,2
U386,OAI22xp5_bottom,U386/Y,1,422.323395,2
U387,XOR2xp5_bottom,U387/Y,1,423.933289,2
U388,XOR2xp5_bottom,U388/Y,1,422.323395,2
U389,OA21x2_bottom,U389/Y,2,422.323395,2
U39,OAI22xp5_bottom,U39/Y,1,93.176941,24
U390,AOI22xp5_bottom,U390/Y,1,422.323334,2
U391,AOI21xp5_bottom,U391/Y,1,423.163055,2
U392,OAI22xp5_bottom,U392/Y,1,423.163055,2
U393,XOR2xp5_bottom,U393/Y,1,424.667572,2
U394,XOR2xp5_bottom,U394/Y,1,423.163055,2
U395,OA21x2_bottom,U395/Y,2,423.163055,2
U396,AOI22xp5_bottom,U396/Y,1,423.163025,2
U397,AOI21xp5_bottom,U397/Y,1,422.133667,2
U398,OAI22xp5_bottom,U398/Y,1,422.133667,2
U399,XOR2xp5_bottom,U399/Y,1,423.362732,2
U4,NAND2xp5_bottom,U4/Y,1,287.808441,26
U400,XOR2xp5_bottom,U400/Y,1,422.133667,2
U401,OA21x2_bottom,U401/Y,2,422.133667,2
U402,AOI22xp5_bottom,U402/Y,1,422.133728,2
U403,AOI21xp5_bottom,U403/Y,1,393.233734,2
U404,OAI22xp5_bottom,U404/Y,1,393.233673,2
U405,XOR2xp5_bottom,U405/Y,1,393.957550,2
U406,XOR2xp5_bottom,U406/Y,1,393.233673,2
U407,OA21x2_bottom,U407/Y,2,393.233673,2
U408,AOI22xp5_bottom,U408/Y,1,438.853851,2
U409,AOI21xp5_bottom,U409/Y,1,317.721680,2
U41,OAI22xp5_bottom,U41/Y,1,45.767281,22
U410,OAI22xp5_bottom,U410/Y,1,317.721680,2
U411,XOR2xp5_bottom,U411/Y,1,319.353760,2
U412,XOR2xp5_bottom,U412/Y,1,317.721680,2
U413,OA21x2_bottom,U413/Y,2,317.721680,2
U414,AOI22xp5_bottom,U414/Y,1,317.721680,2
U415,AOI21xp5_bottom,U415/Y,1,318.422638,2
U416,OAI22xp5_bottom,U416/Y,1,318.422638,2
U417,XOR2xp5_bottom,U417/Y,1,320.284027,2
U418,XOR2xp5_bottom,U418/Y,1,318.422638,2
U419,OA21x2_bottom,U419/Y,2,318.422638,2
U420,AOI22xp5_bottom,U420/Y,1,318.422638,2
U421,AOI21xp5_bottom,U421/Y,1,317.735840,2
U422,OAI22xp5_bottom,U422/Y,1,317.735840,2
U423,XOR2xp5_bottom,U423/Y,1,318.717224,2
U424,XOR2xp5_bottom,U424/Y,1,317.735840,2
U425,OA21x2_bottom,U425/Y,2,317.735840,2
U426,AOI22xp5_bottom,U426/Y,1,317.735840,2
U427,AOI21xp5_bottom,U427/Y,1,317.249664,2
U428,OAI22xp5_bottom,U428/Y,1,317.249603,2
U429,XOR2xp5_bottom,U429/Y,1,318.819580,2
U43,OAI22xp5_bottom,U43/Y,1,68.127640,22
U430,XOR2xp5_bottom,U430/Y,1,317.249603,2
U431,OA21x2_bottom,U431/Y,2,317.249603,2
U432,AOI22xp5_bottom,U432/Y,1,317.249603,2
U433,AOI21xp5_bottom,U433/Y,1,317.549530,2
U434,OAI22xp5_bottom,U434/Y,1,317.549530,2
U435,XOR2xp5_bottom,U435/Y,1,318.786438,2
U436,XOR2xp5_bottom,U436/Y,1,317.549530,2
U437,OA21x2_bottom,U437/Y,2,317.549530,2
U438,AOI22xp5_bottom,U438/Y,1,317.549530,2
U439,AOI21xp5_bottom,U439/Y,1,320.798126,2
U440,OAI22xp5_bottom,U440/Y,1,320.798126,2
U441,XOR2xp5_bottom,U441/Y,1,321.335083,2
U442,XOR2xp5_bottom,U442/Y,1,320.798126,2
U443,OA21x2_bottom,U443/Y,2,320.798126,2
U444,AOI22xp5_bottom,U444/Y,1,320.798126,2
U445,AOI21xp5_bottom,U445/Y,1,318.050079,2
U446,OAI22xp5_bottom,U446/Y,1,318.050079,2
U447,XOR2xp5_bottom,U447/Y,1,319.973541,2
U448,XOR2xp5_bottom,U448/Y,1,318.050079,2
U449,OA21x2_bottom,U449/Y,2,318.050079,2
U45,OAI22xp5_bottom,U45/Y,1,75.159599,24
U450,AOI22xp5_bottom,U450/Y,1,318.050079,2
U451,AOI21xp5_bottom,U451/Y,1,394.647491,2
U452,OAI22xp5_bottom,U452/Y,1,394.647430,2
U453,XOR2xp5_bottom,U453/Y,1,394.975281,2
U454,XOR2xp5_bottom,U454/Y,1,394.647430,2
U455,OA21x2_bottom,U455/Y,2,394.647430,2
U456,AOI22xp5_bottom,U456/Y,1,441.431305,2
U457,AOI21xp5_bottom,U457/Y,1,437.731140,2
U458,OAI22xp5_bottom,U458/Y,1,437.731140,2
U459,XOR2xp5_bottom,U459/Y,1,439.068665,2
U460,XOR2xp5_bottom,U460/Y,1,437.731140,2
U461,OA21x2_bottom,U461/Y,2,437.731171,2
U462,AOI22xp5_bottom,U462/Y,1,437.731201,2
U463,AOI21xp5_bottom,U463/Y,1,439.461243,2
U464,OAI22xp5_bottom,U464/Y,1,439.461243,2
U465,XOR2xp5_bottom,U465/Y,1,439.609192,2
U466,XOR2xp5_bottom,U466/Y,1,439.461243,2
U467,OA21x2_bottom,U467/Y,2,439.461243,2
U468,AOI22xp5_bottom,U468/Y,1,439.640350,2
U469,AOI21xp5_bottom,U469/Y,1,439.065399,2
U47,OAI22xp5_bottom,U47/Y,1,115.958939,20
U470,OAI22xp5_bottom,U470/Y,1,439.065399,2
U471,XOR2xp5_bottom,U471/Y,1,440.807678,2
U472,XOR2xp5_bottom,U472/Y,1,439.065399,2
U473,OA21x2_bottom,U473/Y,2,439.065369,2
U474,AOI22xp5_bottom,U474/Y,1,439.128021,2
U475,AOI21xp5_bottom,U475/Y,1,433.965912,2
U476,OAI22xp5_bottom,U476/Y,1,433.965912,2
U477,XOR2xp5_bottom,U477/Y,1,434.412445,2
U478,XOR2xp5_bottom,U478/Y,1,433.965912,2
U479,OA21x2_bottom,U479/Y,2,433.965973,2
U480,AOI22xp5_bottom,U480/Y,1,439.768494,2
U481,AOI21xp5_bottom,U481/Y,1,432.944061,2
U482,OAI22xp5_bottom,U482/Y,1,432.944061,2
U483,XOR2xp5_bottom,U483/Y,1,434.196472,2
U484,XOR2xp5_bottom,U484/Y,1,432.944061,2
U485,OA21x2_bottom,U485/Y,2,432.944092,2
U486,AOI22xp5_bottom,U486/Y,1,438.902008,2
U487,AOI21xp5_bottom,U487/Y,1,442.021637,2
U488,OAI22xp5_bottom,U488/Y,1,442.021576,2
U489,XOR2xp5_bottom,U489/Y,1,443.097992,2
U49,OAI22xp5_bottom,U49/Y,1,92.653107,24
U490,XOR2xp5_bottom,U490/Y,1,442.021576,2
U491,OA21x2_bottom,U491/Y,2,442.021545,2
U492,AOI22xp5_bottom,U492/Y,1,442.021545,2
U493,AOI21xp5_bottom,U493/Y,1,441.879700,2
U494,OAI22xp5_bottom,U494/Y,1,441.879700,2
U495,XOR2xp5_bottom,U495/Y,1,442.883850,2
U496,XOR2xp5_bottom,U496/Y,1,441.879700,2
U497,OA21x2_bottom,U497/Y,2,441.879669,2
U498,AOI22xp5_bottom,U498/Y,1,441.879639,2
U499,AOI21xp5_bottom,U499/Y,1,441.713013,2
U5,OAI22xp5_bottom,U5/Y,1,18.766739,24
U500,OAI22xp5_bottom,U500/Y,1,441.712952,2
U501,XOR2xp5_bottom,U501/Y,1,443.389923,2
U502,XOR2xp5_bottom,U502/Y,1,441.712952,2
U503,OA21x2_bottom,U503/Y,2,441.712982,2
U504,AOI22xp5_bottom,U504/Y,1,441.712952,2
U505,AOI21xp5_bottom,U505/Y,1,442.172791,2
U506,OAI22xp5_bottom,U506/Y,1,442.172791,2
U507,XOR2xp5_bottom,U507/Y,1,443.551819,2
U508,XOR2xp5_bottom,U508/Y,1,442.172791,2
U509,OA21x2_bottom,U509/Y,2,442.172791,2
U51,OAI22xp5_bottom,U51/Y,1,30.449697,24
U510,AOI22xp5_bottom,U510/Y,1,442.172791,2
U511,AOI21xp5_bottom,U511/Y,1,443.177429,2
U512,OAI22xp5_bottom,U512/Y,1,443.177429,2
U513,XOR2xp5_bottom,U513/Y,1,445.163788,2
U514,XOR2xp5_bottom,U514/Y,1,443.177429,2
U515,OA21x2_bottom,U515/Y,2,443.177429,2
U516,AOI22xp5_bottom,U516/Y,1,443.177460,2
U517,AOI21xp5_bottom,U517/Y,1,443.384064,2
U518,OAI22xp5_bottom,U518/Y,1,443.384003,2
U519,XOR2xp5_bottom,U519/Y,1,445.124115,2
U520,XOR2xp5_bottom,U520/Y,1,443.384003,2
U521,OA21x2_bottom,U521/Y,2,443.384003,2
U522,AOI22xp5_bottom,U522/Y,1,443.384003,2
U523,AOI21xp5_bottom,U523/Y,1,437.246460,2
U524,OAI22xp5_bottom,U524/Y,1,437.246460,2
U525,XOR2xp5_bottom,U525/Y,1,438.174286,2
U526,XOR2xp5_bottom,U526/Y,1,437.246460,2
U527,OA21x2_bottom,U527/Y,2,437.246490,2
U528,AOI22xp5_bottom,U528/Y,1,440.447845,2
U529,AOI21xp5_bottom,U529/Y,1,321.688782,2
U53,OAI22xp5_bottom,U53/Y,1,5.888512,24
U530,OAI22xp5_bottom,U530/Y,1,321.688721,2
U531,XOR2xp5_bottom,U531/Y,1,324.591400,2
U532,XOR2xp5_bottom,U532/Y,1,321.688721,2
U533,OA21x2_bottom,U533/Y,2,321.688721,2
U534,AOI22xp5_bottom,U534/Y,1,321.688721,2
U535,AOI21xp5_bottom,U535/Y,1,323.026550,2
U536,OAI22xp5_bottom,U536/Y,1,323.026428,2
U537,XOR2xp5_bottom,U537/Y,1,323.319641,2
U538,XOR2xp5_bottom,U538/Y,1,323.026428,2
U539,OA21x2_bottom,U539/Y,2,323.026428,2
U540,AOI22xp5_bottom,U540/Y,1,323.026428,2
U541,AOI21xp5_bottom,U541/Y,1,323.736420,2
U542,OAI22xp5_bottom,U542/Y,1,323.736328,2
U543,XOR2xp5_bottom,U543/Y,1,324.694550,2
U544,XOR2xp5_bottom,U544/Y,1,323.736328,2
U545,OA21x2_bottom,U545/Y,2,323.736328,2
U546,AOI22xp5_bottom,U546/Y,1,323.736328,2
U547,AOI21xp5_bottom,U547/Y,1,322.704651,2
U548,OAI22xp5_bottom,U548/Y,1,322.704651,2
U549,XOR2xp5_bottom,U549/Y,1,323.758911,2
U55,OAI22xp5_bottom,U55/Y,1,65.579323,24
U550,XOR2xp5_bottom,U550/Y,1,322.704651,2
U551,OA21x2_bottom,U551/Y,2,322.704651,2
U552,AOI22xp5_bottom,U552/Y,1,322.704651,2
U553,AOI21xp5_bottom,U553/Y,1,323.207031,2
U554,OAI22xp5_bottom,U554/Y,1,323.207062,2
U555,XOR2xp5_bottom,U555/Y,1,324.617737,2
U556,XOR2xp5_bottom,U556/Y,1,323.207062,2
U557,OA21x2_bottom,U557/Y,2,323.207062,2
U558,AOI22xp5_bottom,U558/Y,1,323.207062,2
U559,AOI21xp5_bottom,U559/Y,1,393.242279,2
U560,OAI22xp5_bottom,U560/Y,1,393.242279,2
U561,XOR2xp5_bottom,U561/Y,1,394.619507,2
U562,XOR2xp5_bottom,U562/Y,1,393.242279,2
U563,OA21x2_bottom,U563/Y,2,393.242279,2
U564,AOI22xp5_bottom,U564/Y,1,437.973755,2
U565,AOI21xp5_bottom,U565/Y,1,437.485840,2
U566,OAI22xp5_bottom,U566/Y,1,437.485840,2
U567,XOR2xp5_bottom,U567/Y,1,438.700592,2
U568,XOR2xp5_bottom,U568/Y,1,437.485840,2
U569,OA21x2_bottom,U569/Y,2,437.485840,2
U57,OAI22xp5_bottom,U57/Y,1,35.273090,24
U570,AOI22xp5_bottom,U570/Y,1,437.485779,2
U571,AOI21xp5_bottom,U571/Y,1,393.893036,2
U572,OAI22xp5_bottom,U572/Y,1,393.893036,2
U573,XOR2xp5_bottom,U573/Y,1,395.777924,2
U574,XOR2xp5_bottom,U574/Y,1,393.893036,2
U575,OA21x2_bottom,U575/Y,2,393.893036,2
U576,AOI22xp5_bottom,U576/Y,1,438.274628,2
U577,AOI21xp5_bottom,U577/Y,1,323.754364,2
U578,OAI22xp5_bottom,U578/Y,1,323.754364,2
U579,XOR2xp5_bottom,U579/Y,1,324.845825,2
U580,XOR2xp5_bottom,U580/Y,1,323.754364,2
U581,OA21x2_bottom,U581/Y,2,323.754364,2
U582,AOI22xp5_bottom,U582/Y,1,323.754364,2
U583,AOI21xp5_bottom,U583/Y,1,432.404663,2
U584,OAI22xp5_bottom,U584/Y,1,432.404663,2
U585,XOR2xp5_bottom,U585/Y,1,433.723114,2
U586,XOR2xp5_bottom,U586/Y,1,432.404663,2
U587,OA21x2_bottom,U587/Y,2,432.404633,2
U588,AOI22xp5_bottom,U588/Y,1,432.404602,2
U589,AOI21xp5_bottom,U589/Y,1,432.192902,2
U59,OAI22xp5_bottom,U59/Y,1,-16.795120,22
U590,OAI22xp5_bottom,U590/Y,1,432.192902,2
U591,XOR2xp5_bottom,U591/Y,1,433.159851,2
U592,XOR2xp5_bottom,U592/Y,1,432.192902,2
U593,OA21x2_bottom,U593/Y,2,432.192932,2
U594,AOI22xp5_bottom,U594/Y,1,432.192963,2
U595,AOI21xp5_bottom,U595/Y,1,435.289093,2
U596,OAI22xp5_bottom,U596/Y,1,435.289093,2
U597,XOR2xp5_bottom,U597/Y,1,437.073761,2
U598,XOR2xp5_bottom,U598/Y,1,435.289093,2
U599,OA21x2_bottom,U599/Y,2,435.289124,2
U600,AOI22xp5_bottom,U600/Y,1,435.289124,2
U601,AOI21xp5_bottom,U601/Y,1,401.566437,2
U602,OAI22xp5_bottom,U602/Y,1,401.566437,2
U603,XOR2xp5_bottom,U603/Y,1,402.877960,2
U604,XOR2xp5_bottom,U604/Y,1,401.566437,2
U605,OA21x2_bottom,U605/Y,2,401.566437,2
U606,AOI22xp5_bottom,U606/Y,1,401.566437,2
U607,AOI21xp5_bottom,U607/Y,1,440.945892,2
U608,OAI22xp5_bottom,U608/Y,1,440.945892,2
U609,XOR2xp5_bottom,U609/Y,1,442.232361,2
U61,OAI22xp5_bottom,U61/Y,1,7.840839,22
U610,XOR2xp5_bottom,U610/Y,1,440.945892,2
U611,OA21x2_bottom,U611/Y,2,440.945892,2
U612,AOI22xp5_bottom,U612/Y,1,440.945892,2
U613,AOI21xp5_bottom,U613/Y,1,433.192474,2
U614,OAI22xp5_bottom,U614/Y,1,433.192474,2
U615,XOR2xp5_bottom,U615/Y,1,434.799042,2
U616,XOR2xp5_bottom,U616/Y,1,433.192474,2
U617,OA21x2_bottom,U617/Y,2,433.192505,2
U618,AOI22xp5_bottom,U618/Y,1,433.192505,2
U619,AOI21xp5_bottom,U619/Y,1,437.276550,2
U620,OAI22xp5_bottom,U620/Y,1,437.276550,2
U621,XOR2xp5_bottom,U621/Y,1,438.180328,2
U622,XOR2xp5_bottom,U622/Y,1,437.276550,2
U623,OA21x2_bottom,U623/Y,2,437.276520,2
U624,AOI22xp5_bottom,U624/Y,1,437.276520,2
U625,AOI21xp5_bottom,U625/Y,1,389.971893,2
U626,OAI22xp5_bottom,U626/Y,1,389.971893,2
U627,XOR2xp5_bottom,U627/Y,1,390.468811,2
U628,XOR2xp5_bottom,U628/Y,1,389.971893,2
U629,OA21x2_bottom,U629/Y,2,389.971893,2
U63,OAI22xp5_bottom,U63/Y,1,2.425560,24
U630,AOI22xp5_bottom,U630/Y,1,389.971893,2
U631,AOI21xp5_bottom,U631/Y,1,436.871582,2
U632,OAI22xp5_bottom,U632/Y,1,436.871582,2
U633,XOR2xp5_bottom,U633/Y,1,438.037781,2
U634,XOR2xp5_bottom,U634/Y,1,436.871582,2
U635,OA21x2_bottom,U635/Y,2,436.871582,2
U636,AOI22xp5_bottom,U636/Y,1,436.871582,2
U637,AOI21xp5_bottom,U637/Y,1,325.494568,2
U638,OAI22xp5_bottom,U638/Y,1,325.494568,2
U639,XOR2xp5_bottom,U639/Y,1,326.950684,2
U640,XOR2xp5_bottom,U640/Y,1,325.494568,2
U641,OA21x2_bottom,U641/Y,2,325.494568,2
U642,AOI22xp5_bottom,U642/Y,1,325.494568,2
U643,AOI21xp5_bottom,U643/Y,1,322.148132,2
U644,OAI22xp5_bottom,U644/Y,1,322.148132,2
U645,XOR2xp5_bottom,U645/Y,1,322.906158,2
U646,XOR2xp5_bottom,U646/Y,1,322.148132,2
U647,OA21x2_bottom,U647/Y,2,322.148132,2
U648,AOI22xp5_bottom,U648/Y,1,322.148132,2
U649,AOI21xp5_bottom,U649/Y,1,323.748810,2
U65,OAI22xp5_bottom,U65/Y,1,41.703918,20
U650,OAI22xp5_bottom,U650/Y,1,323.748749,2
U651,XOR2xp5_bottom,U651/Y,1,325.842743,2
U652,XOR2xp5_bottom,U652/Y,1,323.748749,2
U653,OA21x2_bottom,U653/Y,2,323.748749,2
U654,AOI22xp5_bottom,U654/Y,1,323.748749,2
U655,AOI21xp5_bottom,U655/Y,1,323.954407,2
U656,OAI22xp5_bottom,U656/Y,1,323.954529,2
U657,XOR2xp5_bottom,U657/Y,1,325.260773,2
U658,XOR2xp5_bottom,U658/Y,1,323.954529,2
U659,OA21x2_bottom,U659/Y,2,323.954529,2
U660,AOI22xp5_bottom,U660/Y,1,323.954529,2
U661,AOI21xp5_bottom,U661/Y,1,313.896027,2
U662,OAI22xp5_bottom,U662/Y,1,313.896027,2
U663,XOR2xp5_bottom,U663/Y,1,315.296631,2
U664,XOR2xp5_bottom,U664/Y,1,313.896027,2
U665,OA21x2_bottom,U665/Y,2,313.896027,2
U666,AOI22xp5_bottom,U666/Y,1,313.896027,2
U667,AOI21xp5_bottom,U667/Y,1,313.455200,2
U668,OAI22xp5_bottom,U668/Y,1,313.455200,2
U669,XOR2xp5_bottom,U669/Y,1,314.633606,2
U67,OAI22xp5_bottom,U67/Y,1,140.311676,24
U670,XOR2xp5_bottom,U670/Y,1,313.455200,2
U671,OA21x2_bottom,U671/Y,2,313.455200,2
U672,AOI22xp5_bottom,U672/Y,1,313.455200,2
U673,AOI21xp5_bottom,U673/Y,1,313.483307,2
U674,OAI22xp5_bottom,U674/Y,1,313.483307,2
U675,XOR2xp5_bottom,U675/Y,1,315.118256,2
U676,XOR2xp5_bottom,U676/Y,1,313.483307,2
U677,OA21x2_bottom,U677/Y,2,313.483307,2
U678,AOI22xp5_bottom,U678/Y,1,313.483307,2
U679,AOI21xp5_bottom,U679/Y,1,314.612946,2
U680,OAI22xp5_bottom,U680/Y,1,314.612946,2
U681,XOR2xp5_bottom,U681/Y,1,315.326324,2
U682,XOR2xp5_bottom,U682/Y,1,314.612946,2
U683,OA21x2_bottom,U683/Y,2,314.612946,2
U684,AOI22xp5_bottom,U684/Y,1,314.612946,2
U685,AOI21xp5_bottom,U685/Y,1,392.209198,2
U686,OAI22xp5_bottom,U686/Y,1,392.209198,2
U687,XOR2xp5_bottom,U687/Y,1,393.928558,2
U688,XOR2xp5_bottom,U688/Y,1,392.209198,2
U689,OA21x2_bottom,U689/Y,2,392.209198,2
U69,OAI22xp5_bottom,U69/Y,1,64.843933,24
U690,AOI22xp5_bottom,U690/Y,1,392.209198,2
U691,AOI21xp5_bottom,U691/Y,1,393.677551,2
U692,OAI22xp5_bottom,U692/Y,1,393.677551,2
U693,XOR2xp5_bottom,U693/Y,1,395.149475,2
U694,XOR2xp5_bottom,U694/Y,1,393.677551,2
U695,OA21x2_bottom,U695/Y,2,393.677551,2
U696,AOI22xp5_bottom,U696/Y,1,393.677551,2
U697,AOI21xp5_bottom,U697/Y,1,439.988037,2
U698,OAI22xp5_bottom,U698/Y,1,439.988037,2
U699,XOR2xp5_bottom,U699/Y,1,441.356018,2
U7,OAI22xp5_bottom,U7/Y,1,96.698372,22
U700,XOR2xp5_bottom,U700/Y,1,439.988037,2
U701,OA21x2_bottom,U701/Y,2,439.988037,2
U702,AOI22xp5_bottom,U702/Y,1,440.179169,2
U703,AOI21xp5_bottom,U703/Y,1,436.191315,2
U704,OAI22xp5_bottom,U704/Y,1,436.191315,2
U705,XOR2xp5_bottom,U705/Y,1,437.273895,2
U706,XOR2xp5_bottom,U706/Y,1,436.191315,2
U707,OA21x2_bottom,U707/Y,2,436.191315,2
U708,AOI22xp5_bottom,U708/Y,1,436.191315,2
U709,AOI21xp5_bottom,U709/Y,1,438.146576,2
U71,OAI22xp5_bottom,U71/Y,1,55.901588,24
U710,OAI22xp5_bottom,U710/Y,1,438.146637,2
U711,XOR2xp5_bottom,U711/Y,1,438.358948,2
U712,XOR2xp5_bottom,U712/Y,1,438.146637,2
U713,OA21x2_bottom,U713/Y,2,438.146606,2
U714,AOI22xp5_bottom,U714/Y,1,438.146576,2
U715,AOI21xp5_bottom,U715/Y,1,438.905792,2
U716,OAI22xp5_bottom,U716/Y,1,438.905792,2
U717,XOR2xp5_bottom,U717/Y,1,439.237976,2
U718,XOR2xp5_bottom,U718/Y,1,438.905792,2
U719,OA21x2_bottom,U719/Y,2,438.905792,2
U720,AOI22xp5_bottom,U720/Y,1,438.905792,2
U721,AOI21xp5_bottom,U721/Y,1,434.670349,2
U722,OAI22xp5_bottom,U722/Y,1,434.670410,2
U723,XOR2xp5_bottom,U723/Y,1,435.145081,2
U724,XOR2xp5_bottom,U724/Y,1,434.670410,2
U725,OA21x2_bottom,U725/Y,2,434.670380,2
U726,AOI22xp5_bottom,U726/Y,1,434.670349,2
U727,AOI21xp5_bottom,U727/Y,1,437.254578,2
U728,OAI22xp5_bottom,U728/Y,1,437.254669,2
U729,XOR2xp5_bottom,U729/Y,1,439.300873,2
U73,OAI22xp5_bottom,U73/Y,1,128.323013,24
U730,XOR2xp5_bottom,U730/Y,1,437.254669,2
U731,OA21x2_bottom,U731/Y,2,437.254669,2
U732,AOI22xp5_bottom,U732/Y,1,437.254700,2
U733,AOI21xp5_bottom,U733/Y,1,437.588684,2
U734,OAI22xp5_bottom,U734/Y,1,437.588684,2
U735,XOR2xp5_bottom,U735/Y,1,437.922699,2
U736,XOR2xp5_bottom,U736/Y,1,437.588684,2
U737,OA21x2_bottom,U737/Y,2,437.588654,2
U738,AOI22xp5_bottom,U738/Y,1,437.588654,2
U739,AOI21xp5_bottom,U739/Y,1,318.485504,2
U740,OAI22xp5_bottom,U740/Y,1,318.485565,2
U741,XOR2xp5_bottom,U741/Y,1,319.221710,2
U742,XOR2xp5_bottom,U742/Y,1,318.485565,2
U743,OA21x2_bottom,U743/Y,2,318.485565,2
U744,AOI22xp5_bottom,U744/Y,1,318.485565,2
U745,AOI21xp5_bottom,U745/Y,1,319.809387,2
U746,OAI22xp5_bottom,U746/Y,1,319.809387,2
U747,XOR2xp5_bottom,U747/Y,1,320.149689,2
U748,XOR2xp5_bottom,U748/Y,1,319.809387,2
U749,OA21x2_bottom,U749/Y,2,319.809387,2
U75,OAI22xp5_bottom,U75/Y,1,96.759933,24
U750,AOI22xp5_bottom,U750/Y,1,319.809387,2
U751,AOI21xp5_bottom,U751/Y,1,321.493225,2
U752,OAI22xp5_bottom,U752/Y,1,321.493225,2
U753,XOR2xp5_bottom,U753/Y,1,322.461395,2
U754,XOR2xp5_bottom,U754/Y,1,321.493225,2
U755,OA21x2_bottom,U755/Y,2,321.493225,2
U756,AOI22xp5_bottom,U756/Y,1,321.493225,2
U757,AOI21xp5_bottom,U757/Y,1,322.413269,2
